Timestamp,Label
2024-05-10 22:40:34.889645,Acceptable
2024-05-10 22:40:38.124384,Excellent
2024-05-10 22:55:30.055421,Acceptable
2024-05-10 22:55:35.318041,Excellent
2024-05-10 22:55:56.281482,Acceptable
2024-05-10 22:56:02.714970,Excellent
2024-05-10 22:56:39.712310,Acceptable
2024-05-10 22:56:40.936272,So and So
2024-05-10 22:56:42.293707,Uncomfortable
2024-05-10 22:56:44.326245,So and So
2024-05-10 22:56:45.046556,Acceptable
2024-05-10 22:56:45.646284,Excellent
2024-05-10 22:56:56.408285,Acceptable
2024-05-10 22:56:59.336179,So and So
2024-05-10 22:57:01.215062,Acceptable
2024-05-10 22:57:06.626386,So and So
2024-05-10 22:57:07.456334,Uncomfortable
2024-05-10 22:57:12.941049,Acceptable
2024-05-10 22:57:16.443205,Excellent
2024-05-10 22:57:24.120296,Acceptable
2024-05-10 22:57:31.019387,Excellent
2024-05-10 22:57:49.964673,Acceptable
2024-05-10 22:57:52.009954,So and So
2024-05-10 22:57:53.357776,Uncomfortable
2024-05-10 22:57:55.622068,Acceptable
2024-05-10 22:57:58.038792,Uncomfortable
2024-05-10 22:58:02.567675,So and So
2024-05-10 22:58:04.169384,Acceptable
2024-05-10 22:58:05.900794,Excellent
2024-05-10 22:58:41.655620,Acceptable
2024-05-10 22:58:58.623138,Excellent
2024-05-10 22:59:03.571441,Acceptable
2024-05-10 22:59:10.646636,So and So
2024-05-10 22:59:13.104244,Acceptable
2024-05-10 22:59:16.454942,Excellent
2024-05-10 22:59:23.533171,Acceptable
2024-05-10 22:59:27.233109,So and So
2024-05-10 22:59:29.028410,Acceptable
2024-05-10 22:59:29.965569,Excellent
